Pavadinimas,Metai,Trukme,Filmo indeksas,Ivertinimas pagal zmones,Ivertinimas pagal kritikus,Votes
Caligula,1979,156,Unrated,5.3,,"37,800"
Police Academy,1984,96,R,6.7,41,"134,862"
Ernest Saves Christmas,1988,95,PG,5.7,44,"12,470"
Disquiet,2023,85,R,3.8,,"1,031"
Train to Busan,2016,118,Not Rated,7.6,73,"247,428"
Moulin Rouge!,2001,127,PG-13,7.6,66,"295,928"
Showing Up,2022,107,R,6.4,85,"3,487"
3 Idiots,2009,170,PG-13,8.4,67,"423,221"
The Place Beyond the Pines,2012,140,R,7.3,68,"285,532"
Jennifer's Body,2009,102,R,5.5,47,"147,548"
Megalopolis,,N/A,,,,N/A
Dances with Wolves,1990,181,PG-13,8.0,72,"284,673"
A Quiet Place,2018,90,PG-13,7.5,82,"569,318"
13 Hours,2016,144,R,7.3,48,"156,553"
Chronicle,2012,84,PG-13,7.0,69,"260,986"
The Nun,2018,96,R,5.3,46,"166,233"
Spider-Man: Homecoming,2017,133,PG-13,7.4,73,"703,609"
A Thousand and One,2023,117,R,7.0,81,"5,075"
Bad Boys 4,2024,N/A,,,,N/A
Scary Movie,2000,88,R,6.3,48,"281,092"
Us,2019,116,R,6.8,81,"331,983"
Butcher's Crossing,2022,105,R,5.7,55,"2,291"
Dangerous Game: The Legacy Murders,2022,96,R,4.4,,"1,723"
Star Wars: Episode VIII - The Last Jedi,2017,152,PG-13,6.9,84,"661,430"
Clue,1985,94,PG,7.2,41,"106,434"
The Butterfly Effect,2004,113,R,7.6,30,"513,432"
Gone with the Wind,1939,238,Passed,8.2,97,"329,018"
Finestkind,2023,126,R,6.4,45,218
Pirates of the Caribbean: Dead Men Tell No Tales,2017,129,PG-13,6.5,39,"336,757"
X-Men: First Class,2011,131,PG-13,7.7,65,"715,287"
The Commuter,2018,104,PG-13,6.3,56,"123,232"
Remember the Titans,2000,113,PG,7.8,48,"228,197"
Speak No Evil,2022,97,Not Rated,6.6,78,"33,236"
Minecraft,2025,N/A,,,,N/A
TRON: Legacy,2010,125,PG,6.8,49,"351,267"
Passengers,2016,116,PG-13,7.0,41,"435,485"
Legend,1985,94,PG,6.3,30,"71,027"
A Time to Kill,1996,149,R,7.5,54,"177,177"
First Blood,1982,93,R,7.7,61,"270,044"
This Is Spinal Tap,1984,82,R,7.9,92,"145,085"
Alita: Battle Angel,2019,122,PG-13,7.3,53,"287,579"
Coraline,2009,100,PG,7.7,80,"257,386"
Moonlight,2016,111,R,7.4,99,"325,651"
The Shape of Water,2017,123,R,7.3,87,"440,694"
Dumb and Dumber,1994,107,PG-13,7.3,41,"404,737"
Knight and Day,2010,109,PG-13,6.3,46,"207,620"
V for Vendetta,2005,132,R,8.2,62,"1,163,716"
Aladdin,2019,128,PG,6.9,53,"284,666"
2 Fast 2 Furious,2003,107,PG-13,5.9,38,"292,090"
Another Round,2020,117,Not Rated,7.7,79,"185,386"
Hard Days,2023,118,,6.0,,334
Hunger,2023,146,TV-MA,6.6,,"14,270"
Kick-Ass,2010,117,R,7.6,66,"585,528"
X-Men: Apocalypse,2016,144,PG-13,6.9,52,"454,521"
The Taste of Things,2023,145,,7.5,80,"1,182"
The Mean One,2022,93,16+,3.7,29,926
Master and Commander: The Far Side of the World,2003,138,PG-13,7.5,81,"234,066"
The Boy in the Striped Pajamas,2008,94,PG-13,7.7,55,"238,522"
Iron Man 3,2013,130,PG-13,7.1,62,"886,865"
Christmas at the Holly Day Inn,2023,88,,5.2,,97
Underwater,2020,95,PG-13,5.9,48,"92,229"
Kane,2023,90,R,4.2,,157
Sixteen Candles,1984,93,PG,7.0,61,"123,810"
Monty Python and the Holy Grail,1975,91,PG,8.2,91,"562,645"
Solo: A Star Wars Story,2018,135,PG-13,6.9,62,"371,740"
Fantastic Mr. Fox,2009,87,PG,7.9,83,"262,120"
Star Trek,2009,127,PG-13,7.9,82,"616,177"
Blade,1998,120,R,7.1,47,"293,065"
Thor,2011,115,PG-13,7.0,57,"887,634"
What We Do in the Shadows,2014,86,R,7.6,76,"196,369"
Red Dawn,1984,114,PG-13,6.3,53,"61,839"
Paddington 2,2017,103,PG,7.8,88,"89,367"
Sunshine,2007,107,R,7.2,64,"263,057"
Waterloo,1970,123,G,7.3,,"12,017"
Dodgeball: A True Underdog Story,2004,92,PG-13,6.7,55,"263,032"
Foe,2023,110,R,5.3,44,"2,200"
Rise of the Guardians,2012,97,PG,7.2,58,"189,028"
Before Sunrise,1995,101,R,8.1,77,"331,636"
Robin Hood: Prince of Thieves,1991,143,PG-13,6.9,51,"205,055"
Tetris,2023,118,R,7.4,61,"74,536"
Napoleon Dynamite,2004,96,PG,7.0,64,"233,274"
Better Off Dead...,1985,97,PG,7.1,51,"48,342"
War of the Worlds,2005,116,PG-13,6.5,73,"468,837"
Kung Fu Panda,2008,92,PG,7.6,74,"504,347"
Spotlight,2015,129,R,8.1,93,"493,889"
Star Wars: Episode VI - Return of the Jedi,1983,131,PG,8.3,58,"1,102,510"
Bridge to Terabithia,2007,96,PG,7.2,74,"169,128"
Incident in a Ghostland,2018,91,Not Rated,6.4,44,"38,157"
Wrath of Man,2021,119,R,7.1,57,"199,976"
World War Z,2013,116,PG-13,7.0,63,"705,605"
Children of Men,2006,109,R,7.9,84,"521,627"
The Devil All the Time,2020,138,R,7.1,55,"148,606"
Up,2009,96,PG,8.3,88,"1,101,958"
Robin Hood,2010,140,PG-13,6.6,53,"279,983"
Incendies,2010,131,R,8.3,80,"192,210"
Wonder Woman 1984,2020,151,PG-13,5.4,60,"286,862"
Young & Beautiful,2013,95,Not Rated,6.7,63,"37,680"
Doctor Zhivago,1965,197,PG-13,7.9,69,"80,817"
The Hobbit: The Desolation of Smaug,2013,161,PG-13,7.8,66,"692,945"
Star Wars: Episode III - Revenge of the Sith,2005,140,PG-13,7.6,68,"831,011"
Antichrist,2009,108,Not Rated,6.5,49,"134,172"
Easy A,2010,92,PG-13,7.0,72,"410,396"
The Rocky Horror Picture Show,1975,100,R,7.4,65,"164,102"
Wrong Turn,2003,84,R,6.1,32,"129,087"
The Human Centipede (First Sequence),2009,92,R,4.4,33,"85,505"
The Professor and the Madman,2019,124,Not Rated,7.2,27,"49,790"
The Game,1997,129,R,7.7,63,"420,960"
How to Train Your Dragon,2010,98,PG,8.1,75,"783,451"
Maze Runner: The Scorch Trials,2015,131,PG-13,6.3,43,"269,166"
Starship Troopers,1997,129,R,7.3,52,"312,816"
The Fallout,2021,96,R,7.0,84,"31,525"
Cold Pursuit,2019,119,R,6.2,57,"76,331"
Breaking Away,1979,101,PG,7.7,91,"25,084"
Crazy Rich Asians,2018,120,PG-13,6.9,74,"185,567"
Fantastic Beasts and Where to Find Them,2016,132,PG-13,7.2,66,"499,102"
The Proposal,2009,108,PG-13,6.7,48,"348,494"
Master Gardener,2022,111,R,6.2,63,"7,223"
Blade,2025,N/A,,,,N/A
Paddington,2014,95,PG,7.3,77,"128,632"
In Bruges,2008,107,R,7.9,67,"454,204"
A Million Miles Away,2023,121,PG,7.3,62,"17,459"
The Ballad of Buster Scruggs,2018,133,R,7.3,79,"163,292"
Jumanji: Welcome to the Jungle,2017,119,PG-13,6.9,58,"412,309"
Grown Ups 2,2013,101,PG-13,5.4,19,"165,733"
The Lesson,2023,103,R,6.3,62,"1,224"
Cloud Atlas,2012,172,R,7.4,55,"371,147"
Sweet Home Alabama,2002,108,PG-13,6.2,45,"121,418"
The Lincoln Lawyer,2011,118,R,7.3,63,"250,499"
Far from Heaven,2002,107,PG-13,7.3,84,"48,598"
A Walk in the Woods,2015,104,R,6.4,51,"28,983"
Blue Velvet,1986,120,R,7.7,75,"211,439"
Scrooge,1970,113,G,7.5,58,"12,014"
Skyfall,2012,143,PG-13,7.8,81,"721,881"
Alice in Wonderland,2010,108,PG,6.4,53,"434,456"
Talladega Nights: The Ballad of Ricky Bobby,2006,108,PG-13,6.6,66,"196,082"
Birth,2004,100,R,6.2,51,"38,798"
The Time Traveler's Wife,2009,107,PG-13,7.1,47,"156,299"
Bodies Bodies Bodies,2022,94,R,6.2,69,"61,470"
Donnie Brasco,1997,127,R,7.7,76,"326,105"
American Sniper,2014,133,R,7.3,72,"519,118"
The Batman Part II,2025,N/A,,,,N/A
Nightmare Alley,2021,150,R,7.0,70,"160,202"
Frozen II,2019,103,PG,6.8,64,"188,970"
Cashback,2006,102,R,7.1,54,"89,944"
Licorice Pizza,2021,133,R,7.1,90,"135,757"
Zombieland,2009,88,R,7.6,73,"609,714"
Chicago,2002,113,PG-13,7.2,81,"239,973"
Click,2006,107,PG-13,6.4,45,"350,360"
Weird: The Al Yankovic Story,2022,108,TV-14,6.9,70,"35,632"
Life,2017,104,R,6.6,54,"247,282"
2012,2009,158,PG-13,5.8,49,"392,600"
Everest,2015,121,PG-13,7.1,64,"228,138"
The Karate Kid,1984,126,PG,7.3,60,"239,792"
The Retirement Plan,2023,103,R,5.0,,"3,555"
JFK,1991,189,R,8.0,72,"167,125"
Bad Santa 2,2016,92,R,5.6,38,"27,695"
The Untouchables,1987,119,R,7.8,79,"325,877"
Somewhere in Queens,2022,106,R,6.8,61,"3,697"
Mad Max: The Wasteland,,N/A,,,,N/A
The 40-Year-Old Virgin,2005,116,R,7.1,73,"458,960"
Everyone Says I Love You,1996,101,R,6.7,,"38,881"
White Chicks,2004,109,PG-13,5.8,41,"159,247"
Spectre,2015,148,PG-13,6.8,60,"459,765"
Lethal Weapon,1987,109,R,7.6,68,"271,911"
The Royal Hotel,2023,91,R,5.9,77,"5,685"
Muzzle,2023,100,,5.4,,"1,693"
Event Horizon,1997,96,R,6.6,35,"193,468"
Burn,2019,88,R,5.7,50,"6,580"
The Green Knight,2021,130,R,6.6,85,"112,314"
Stalker,1979,162,Not Rated,8.1,85,"141,896"
Sleepless in Seattle,1993,105,PG,6.8,72,"187,412"
Amélie,2001,122,R,8.3,69,"783,783"
Cannibal Holocaust,1980,95,Unrated,5.8,22,"59,914"
The Lives of Others,2006,137,R,8.4,89,"404,458"
Ready or Not,2019,95,R,6.9,64,"175,225"
National Treasure,2004,131,PG,6.9,40,"349,535"
Suitable Flesh,2023,100,,5.3,64,"2,479"
The NeverEnding Story,1984,102,PG,7.3,46,"153,579"
Dunki,2023,160,,,,N/A
Beautiful Boy,2018,120,R,7.4,62,"93,318"
The Snowman,2017,119,R,5.2,23,"70,364"
Venom,2018,112,PG-13,6.6,35,"525,176"
Suzume,2022,122,PG,7.7,77,"30,310"
Minari,2020,115,PG-13,7.4,89,"92,663"
Juno,2007,96,PG-13,7.5,81,"542,776"
Highlander,1986,116,R,7.0,24,"144,632"
Upgrade,2018,100,R,7.5,67,"201,321"
Kannur Squad,2023,161,,7.8,,"5,755"
OMG 2,2023,156,,7.6,,"35,172"
Diary of a Wimpy Kid,2010,94,PG,6.2,56,"56,685"
Little Miss Sunshine,2006,101,R,7.8,80,"508,263"
Christmas in Connecticut,1945,101,Approved,7.3,64,"11,308"
Shang-Chi and the Legend of the Ten Rings,2021,132,PG-13,7.4,71,"422,252"
The Cabin in the Woods,2011,95,R,7.0,72,"442,897"
Thunderbolts,2025,N/A,,,,N/A
Tangled,2010,100,PG,7.7,71,"483,438"
Mamma Mia!,2008,108,PG-13,6.5,51,"266,429"
From Here to Eternity,1953,118,Passed,7.6,85,"50,074"
The Black Phone,2021,103,R,6.9,65,"182,106"
12 Years a Slave,2013,134,R,8.1,96,"730,606"
It Follows,2014,100,R,6.8,83,"262,986"
The Godfather Part III,1990,162,R,7.6,60,"417,398"
Rare Exports,2010,84,R,6.6,71,"31,160"
Luther: The Fallen Sun,2023,129,R,6.4,53,"60,468"
Jules,2023,87,PG-13,6.8,57,"6,710"
9 Songs,2004,71,Not Rated,4.7,43,"23,626"
El Camino Christmas,2017,89,TV-MA,5.7,,"10,340"
A Castle for Christmas,2021,98,TV-G,5.6,53,"14,781"
Chained,2012,94,R,6.4,,"20,301"
Scent of a Woman,1992,156,R,8.0,57,"321,299"
The French Dispatch,2021,107,R,7.1,74,"145,209"
Mixed Nuts,1994,97,PG-13,5.4,14,"13,019"
Marty,1955,90,Not Rated,7.7,82,"26,407"
That Touch of Mink,1962,99,Approved,6.6,,"10,621"
The Hunt,2020,90,R,6.5,50,"124,733"
Fast & Furious,2009,107,PG-13,6.5,46,"305,746"
Gran Torino,2008,116,R,8.1,72,"804,189"
Prey for the Devil,2022,93,PG-13,5.3,38,"16,541"
Witness for the Prosecution,1957,116,Approved,8.4,76,"134,240"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,PG,8.4,97,"510,521"
Casino Royale,1967,131,Approved,5.0,48,"31,889"
Wedding Crashers,2005,119,R,7.0,64,"370,956"
"Lock, Stock and Two Smoking Barrels",1998,107,R,8.1,66,"607,252"
Vicky Cristina Barcelona,2008,96,PG-13,7.1,70,"266,196"
Justice League,2017,120,PG-13,6.1,45,"472,498"
Big Fish,2003,125,PG-13,8.0,58,"454,213"
They Live,1988,94,R,7.2,55,"142,099"
Face/Off,1997,138,R,7.3,82,"394,749"
Men in Black II,2002,88,PG-13,6.2,49,"396,596"
The Running Man,1987,101,R,6.7,45,"162,809"
Burlesque,2010,119,PG-13,6.4,47,"91,534"
The Magnificent Seven,1960,128,Approved,7.7,74,"100,714"
Happy Gilmore,1996,92,PG-13,7.0,31,"242,345"
Anna,2019,118,R,6.6,40,"90,863"
Downsizing,2017,135,R,5.8,64,"120,500"
Once Upon a Time in the West,1968,166,PG-13,8.5,82,"344,265"
Beverly Hills Cop,1984,105,R,7.4,66,"196,434"
On Her Majesty's Secret Service,1969,142,PG,6.7,61,"97,684"
6 Souls,2010,112,R,6.0,28,"35,971"
Captain America: Brave New World,2025,N/A,,,,N/A
Pacific Rim,2013,131,PG-13,6.9,65,"522,827"
Constantine,2005,121,R,7.0,50,"367,339"
Hit Man,2023,113,R,7.8,82,712
Cocktail,1988,104,R,5.9,12,"90,463"
Love and Monsters,2020,109,PG-13,6.9,63,"139,396"
Birdman or (The Unexpected Virtue of Ignorance),2014,119,R,7.7,87,"656,948"
The Bourne Identity,2002,119,PG-13,7.8,68,"568,427"
Labyrinth,1986,101,PG,7.3,50,"146,547"
A.I. Artificial Intelligence,2001,146,PG-13,7.2,65,"319,371"
Warrior,2011,140,PG-13,8.1,71,"491,057"
What Happened to Monday,2017,123,TV-MA,6.8,47,"131,666"
Class,1983,98,R,6.0,33,"11,759"
Good Time,2017,102,R,7.3,80,"135,739"
You've Got Mail,1998,119,PG,6.7,57,"225,933"
Rear Window,1954,112,PG,8.5,100,"513,418"
Mystic River,2003,138,R,7.9,84,"476,786"
Cinderella,2015,105,PG,6.9,67,"187,448"
Witness,1985,112,R,7.4,76,"102,504"
The Others,2001,104,PG-13,7.6,74,"386,984"
Something from Tiffany's,2022,87,PG,6.2,46,"9,454"
Brokeback Mountain,2005,134,R,7.7,87,"375,516"
Cop Land,1997,105,R,7.0,64,"104,006"
Hercules,1997,93,G,7.3,74,"249,417"
The Parent Trap,1998,128,PG,6.6,64,"150,791"
Den of Thieves,2018,140,R,7.0,49,"120,930"
EuroTrip,2004,92,R,6.6,45,"219,294"
Insidious,2010,103,PG-13,6.8,52,"333,700"
The Last Samurai,2003,154,R,7.8,55,"462,817"
Tusk,2014,102,R,5.3,55,"61,459"
Megan Is Missing,2011,85,Not Rated,4.6,,"14,811"
Hostel,2005,94,R,5.9,55,"188,567"
Vegas Vacation,1997,93,PG,5.9,20,"52,405"
Frybread Face and Me,2023,83,TV-MA,7.2,70,642
Sonic the Hedgehog 2,2022,122,PG,6.5,47,"82,491"
Hell House LLC Origins: The Carmichael Manor,2023,98,,6.2,,"4,309"
The Village,2004,108,PG-13,6.6,44,"274,026"
House of Gucci,2021,158,R,6.6,59,"154,000"
My Girl,1991,102,PG,6.9,56,"87,103"
Phantom Thread,2017,130,R,7.4,90,"142,182"
Downfall,2004,156,R,8.2,82,"369,778"
12 Monkeys,1995,129,R,8.0,74,"638,951"
Last Holiday,2006,112,PG-13,6.6,52,"35,257"
Little Women,1994,115,PG,7.3,87,"62,319"
"Great Photo, Lovely Life",2023,112,TV-MA,7.6,,239
Blue Valentine,2010,112,R,7.3,81,"208,173"
Tomb Raider,2018,119,PG-13,6.3,48,"223,852"
Cast Away,2000,143,PG-13,7.8,73,"625,995"
About Dry Grasses,2023,197,,8.1,82,"4,806"
Planet of the Apes,1968,112,G,8.0,79,"189,521"
Stargate,1994,116,PG-13,7.0,42,"201,647"
Greyhound,2020,91,PG-13,7.0,64,"109,327"
Pirates of the Caribbean: Dead Man's Chest,2006,151,PG-13,7.4,53,"754,171"
Oblivion,2013,124,PG-13,7.0,54,"546,391"
Safe,1995,119,R,7.1,76,"16,642"
About My Father,2023,90,PG-13,5.7,39,"10,046"
Fantastic Four,2015,100,PG-13,4.3,27,"174,266"
Natural Born Killers,1994,119,R,7.2,74,"247,393"
Final Destination,2000,98,R,6.7,36,"274,288"
Robin Hood,2018,116,PG-13,5.3,32,"78,337"
Jingle Jangle: A Christmas Journey,2020,122,PG,6.5,69,"20,083"
Jigarthanda Double X,2023,172,,8.3,,"3,925"
Imitation of Life,1959,125,Not Rated,7.8,87,"17,820"
The 355,2022,122,PG-13,5.6,40,"36,020"
National Lampoon's European Vacation,1985,95,PG-13,6.2,47,"70,487"
Ad Astra,2019,123,PG-13,6.5,80,"255,399"
Chithha,2023,140,,8.3,,"2,877"
Nefarious,2023,97,R,6.4,,"20,645"
Thirteen,2003,100,R,6.8,70,"95,766"
Terminator: Dark Fate,2019,128,R,6.2,54,"189,865"
Dredd,2012,95,R,7.1,60,"289,821"
Limitless,2011,105,PG-13,7.4,59,"602,485"
The Giver,2014,97,PG-13,6.4,47,"123,947"
Looper,2012,119,R,7.4,84,"595,844"
Legends of the Fall,1994,133,R,7.5,45,"178,942"
Jailer,2023,168,,7.1,,"29,837"
There's Something About Mary,1998,119,R,7.1,69,"324,494"
The Good Son,1993,87,R,6.4,45,"44,886"
The Vaccine War,2023,161,,7.7,,"22,706"
The Devil's Advocate,1997,144,R,7.5,60,"394,757"
"Monsters, Inc.",2001,92,G,8.1,79,"959,290"
The Patriot,2000,165,R,7.2,63,"289,189"
Caddyshack,1980,98,13+,7.2,48,"125,170"
Turning Red,2022,100,PG,7.0,83,"144,459"
