Pavadinimas,Metai,Trukme,Filmo indeksas,Ivertinimas pagal zmones,Ivertinimas pagal kritikus,Votes
404. Love & Other Drugs,2010,1h 52m,R,6.7,55,"218,823"
405. Taxi Driver,1976,1h 54m,R,8.2,94,"897,733"
406. Pig,2021,1h 32m,R,6.9,82,"86,037"
407. Top Gun,1986,1h 49m,PG,6.9,50,"489,534"
408. Memento,2000,1h 53m,R,8.4,83,"1,299,077"
409. Happiest Season,2020,1h 42m,PG-13,6.6,69,"45,545"
410. Lolita,1997,2h 17m,R,6.8,46,"64,935"
411. Trading Places,1983,1h 56m,R,7.5,69,"161,594"
412. Scream VI,2023,2h 2m,R,6.5,61,"111,924"
413. The Shining,1980,2h 26m,R,8.4,66,"1,084,577"
414. 300,2006,1h 57m,R,7.6,52,"851,877"
415. The Usual Suspects,1995,1h 46m,R,8.5,76,"1,127,981"
416. RoboCop,1987,1h 42m,R,7.6,70,"276,353"
417. The Devil Wears Prada,2006,1h 49m,PG-13,6.9,62,"450,259"
418. Malena,2000,1h 48m,R,7.4,54,"109,898"
419. Quiz Lady,2023,1h 39m,R,6.7,59,"13,651"
420. Knives Out,2019,2h 10m,PG-13,7.9,82,"749,687"
421. The Bishop's Wife,1947,1h 49m,G,7.6,73,"19,905"
422. Dune,1984,2h 17m,PG-13,6.3,41,"169,216"
423. Boogie Nights,1997,2h 35m,R,7.9,86,"278,130"
424. It Ends with Us,2024,,,,,N/A
425. Doctor Strange in the Multiverse of Madness,2022,2h 6m,PG-13,6.9,60,"462,049"
426. The Irishman,2019,3h 29m,R,7.8,94,"420,246"
427. Avatar,2009,2h 42m,PG-13,7.9,83,"1,367,404"
428. Prey,2022,1h 40m,R,7.1,71,"218,942"
429. Dogtooth,2009,1h 37m,Not Rated,7.2,73,"104,933"
430. 12 Angry Men,1957,1h 36m,Approved,9.0,97,"843,703"
431. Hell or High Water,2016,1h 42m,R,7.6,88,"246,619"
432. Madame Web,2024,,,,,N/A
433. Ford v Ferrari,2019,2h 32m,PG-13,8.1,81,"446,759"
434. Tropic Thunder,2008,1h 47m,R,7.1,71,"440,073"
435. Divergent,2014,2h 19m,PG-13,6.6,48,"481,290"
436. Bone Tomahawk,2015,2h 12m,Not Rated,7.1,72,"114,149"
437. Sense and Sensibility,1995,2h 16m,PG,7.7,84,"123,092"
438. Black Adam,2022,2h 5m,PG-13,6.2,41,"264,246"
439. The Dreamers,2003,1h 55m,NC-17,7.1,63,"128,929"
440. Cars,2006,1h 57m,G,7.2,73,"455,835"
441. Fast Times at Ridgemont High,1982,1h 30m,R,7.1,61,"113,502"
442. La La Land,2016,2h 8m,PG-13,8.0,94,"644,014"
443. The Mummy,2017,1h 50m,PG-13,5.4,34,"202,544"
444. 1917,2019,1h 59m,R,8.2,78,"653,047"
445. Cobweb,2023,1h 28m,R,6.0,50,"24,394"
446. American Hustle,2013,2h 18m,R,7.2,90,"495,768"
447. Black Hawk Down,2001,2h 24m,R,7.7,74,"417,079"
448. Glass Onion,2022,2h 19m,PG-13,7.1,81,"419,362"
449. Pearl Harbor,2001,3h 3m,PG-13,6.2,44,"347,434"
450. Apocalypse Now,1979,2h 27m,R,8.4,94,"697,965"
451. The Hateful Eight,2015,2h 48m,R,7.8,68,"644,168"
452. Where the Crawdads Sing,2022,2h 5m,PG-13,7.2,43,"111,997"
453. Mystery of the Wax Museum,1933,1h 17m,Passed,6.8,,"6,653"
454. Harry Potter and the Order of the Phoenix,2007,2h 18m,PG-13,7.5,71,"618,727"
455. The Hangover,2009,1h 40m,R,7.7,73,"828,637"
456. The Girl Next Door,2004,1h 49m,R,6.7,47,"235,897"
457. Meet Joe Black,1998,2h 58m,PG-13,7.2,43,"259,006"
458. Santa Claus: The Movie,1985,1h 47m,PG,6.2,,"15,050"
459. Die Hard 2,1990,2h 4m,R,7.1,67,"376,484"
460. It,2017,2h 15m,R,7.3,69,"591,928"
461. Last Night in Soho,2021,1h 56m,R,7.0,65,"168,100"
462. City of God,2002,2h 10m,R,8.6,79,"788,094"
463. Godzilla,1998,2h 19m,PG-13,5.4,32,"200,437"
464. Memory,2023,1h 40m,R,7.0,73,414
465. The Fabelmans,2022,2h 31m,PG-13,7.5,84,"108,503"
466. Ghosted,2023,1h 56m,PG-13,5.8,34,"56,131"
467. Sea of Love,1989,1h 53m,R,6.8,66,"43,527"
468. Mulholland Drive,2001,2h 27m,R,7.9,86,"376,746"
469. Deadpool,2016,1h 48m,R,8.0,65,"1,099,408"
470. Spider-Man,2002,2h 1m,PG-13,7.4,73,"862,009"
471. All Quiet on the Western Front,2022,2h 28m,R,7.8,76,"229,893"
472. Aftersun,2022,1h 42m,R,7.7,95,"80,227"
473. Bob Marley: One Love,2024,,,,,N/A
474. The Great Gatsby,2013,2h 23m,PG-13,7.2,55,"582,964"
475. Perfect Days,2023,2h 3m,PG,7.9,72,"1,962"
476. Better Watch Out,2016,1h 29m,R,6.5,67,"43,999"
477. She's All That,1999,1h 35m,PG-13,5.9,51,"101,591"
478. Pathaan,2023,2h 26m,Not Rated,5.9,47,"150,193"
479. Howl's Moving Castle,2004,1h 59m,PG,8.2,82,"431,987"
480. Mr. & Mrs. Smith,2005,2h,PG-13,6.5,55,"527,460"
481. Kill Bill: Vol. 1,2003,1h 51m,R,8.2,69,"1,169,345"
482. Ghostbusters: Afterlife,2021,2h 4m,PG-13,7.1,45,"205,692"
483. Harry Potter and the Half-Blood Prince,2009,2h 33m,PG,7.6,78,"581,344"
484. Arthur Christmas,2011,1h 37m,PG,7.1,69,"64,979"
485. Snowpiercer,2013,2h 6m,R,7.1,84,"382,162"
486. Nymphomaniac: Vol. I,2013,1h 57m,Not Rated,6.9,64,"129,747"
487. The Social Network,2010,2h,PG-13,7.8,95,"744,414"
488. Pretty Woman,1990,1h 59m,R,7.1,51,"347,606"
489. About Time,2013,2h 3m,R,7.8,55,"376,510"
490. Trolls,2016,1h 32m,PG,6.4,55,"89,437"
491. Stand by Me,1986,1h 29m,R,8.1,75,"431,920"
492. Taylor Swift: The Eras Tour,2023,2h 49m,PG-13,8.3,83,"13,108"
493. Braveheart,1995,2h 58m,R,8.3,68,"1,076,253"
494. Come and See,1985,2h 22m,Not Rated,8.4,,"92,363"
495. The Terminator,1984,1h 47m,R,8.1,84,"908,161"
496. Three Thousand Years of Longing,2022,1h 48m,R,6.7,60,"56,658"
497. Stillwater,2021,2h 19m,R,6.6,60,"53,353"
498. Black Angel,1946,1h 21m,Passed,6.9,,"3,771"
499. The Fifth Element,1997,2h 6m,PG-13,7.6,52,"496,684"
500. The Age of Adaline,2015,1h 52m,PG-13,7.2,51,"197,365"
501. Casino Royale,2006,2h 24m,PG-13,8.0,80,"684,220"
502. Falling for Christmas,2022,1h 33m,TV-PG,5.2,40,"26,744"
503. Black Christmas,1974,1h 38m,R,7.1,65,"46,262"
504. Jack Reacher,2012,2h 10m,PG-13,7.0,50,"358,595"
505. Logan,2017,2h 17m,R,8.1,77,"812,501"
506. 10 Things I Hate About You,1999,1h 37m,PG-13,7.3,70,"372,679"
507. Terminator 2: Judgment Day,1991,2h 17m,R,8.6,75,"1,152,484"
508. Nope,2022,2h 10m,R,6.8,77,"251,648"
509. Grave of the Fireflies,1988,1h 29m,Not Rated,8.5,94,"300,469"
510. The Wizard of Oz,1939,1h 42m,G,8.1,92,"420,693"
511. Self Reliance,2023,1h 25m,R,,65,N/A
512. The Fast and the Furious,2001,1h 46m,PG-13,6.8,58,"411,441"
513. Heart of Stone,2023,2h 2m,PG-13,5.7,44,"54,301"
514. The Greatest Showman,2017,1h 45m,PG,7.5,48,"303,071"
515. The Deer Hunter,1978,3h 3m,R,8.1,86,"355,897"
516. What Every Frenchwoman Wants,1986,1h 35m,,5.6,,"4,849"
517. When Harry Met Sally...,1989,1h 35m,R,7.7,76,"236,237"
518. Birds of Prey,2020,1h 49m,R,6.1,60,"259,132"
519. West Side Story,2021,2h 36m,PG-13,7.1,85,"92,558"
520. Cocaine Bear,2023,1h 35m,R,5.9,54,"99,922"
521. Meet Me in St. Louis,1944,1h 53m,Passed,7.5,94,"26,552"
522. Sing,2016,1h 48m,PG,7.1,59,"186,006"
523. Mortal World 2,2023,1h 57m,,7.6,,"2,270"
524. Ant-Man and the Wasp: Quantumania,2023,2h 4m,PG-13,6.1,48,"214,041"
525. The Town,2010,2h 5m,R,7.5,74,"409,357"
526. The Godfather Part II,1974,3h 22m,R,9.0,90,"1,338,213"
527. The Road Warrior,1981,1h 36m,R,7.6,77,"190,246"
528. Waitress: The Musical,2023,2h 24m,,8.6,74,381
529. Kaiva,2023,2h 18m,,7.3,,"23,129"
530. Iron Man,2008,2h 6m,PG-13,7.9,79,"1,106,195"
531. Locked In,2023,1h 36m,TV-MA,5.1,,"6,652"
532. The Lion King,1994,1h 28m,G,8.5,88,"1,118,024"
533. The Mummy,1999,2h 4m,PG-13,7.1,48,"452,714"
534. Just Friends,2005,1h 36m,PG-13,6.2,47,"125,153"
535. Society of the Snow,2023,2h 24m,R,7.7,70,488
536. Dead Poets Society,1989,2h 8m,PG,8.1,79,"529,670"
537. Ocean's Eleven,2001,1h 56m,PG-13,7.7,74,"606,849"
538. Fall,2022,1h 47m,PG-13,6.4,62,"96,738"
539. Encanto,2021,1h 42m,PG,7.2,75,"251,208"
540. Pitch Perfect,2012,1h 52m,PG-13,7.1,66,"325,515"
541. Death Proof,2007,2h 7m,R,7.0,,"308,459"
542. The Legend of Tarzan,2016,1h 50m,PG-13,6.2,44,"184,695"
543. The Witch,2015,1h 32m,R,7.0,84,"291,139"
544. The Revenant,2015,2h 36m,R,8.0,76,"853,719"
545. Hacksaw Ridge,2016,2h 19m,R,8.1,71,"576,530"
546. Edge of Tomorrow,2014,1h 53m,PG-13,7.9,71,"721,033"
547. Me Before You,2016,1h 50m,PG-13,7.4,51,"278,429"
548. Zodiac,2007,2h 37m,R,7.7,79,"583,380"
549. Superbad,2007,1h 53m,R,7.6,76,"618,937"
550. A Clockwork Orange,1971,2h 16m,X,8.3,77,"867,042"
551. A Beautiful Mind,2001,2h 15m,PG-13,8.2,72,"971,114"
552. The Hobbit: An Unexpected Journey,2012,2h 49m,PG-13,7.8,58,"859,077"
553. The Unbearable Weight of Massive Talent,2022,1h 47m,R,7.0,68,"139,848"
554. Snatch,2000,1h 42m,R,8.2,55,"894,002"
555. Puss in Boots: The Last Wish,2022,1h 42m,PG,7.8,73,"162,294"
556. Batman Begins,2005,2h 20m,PG-13,8.2,70,"1,548,404"
557. Star Wars: Episode I - The Phantom Menace,1999,2h 16m,PG,6.5,51,"842,233"
558. Avengers: Infinity War,2018,2h 29m,PG-13,8.4,68,"1,171,065"
559. The Grand Budapest Hotel,2014,1h 39m,R,8.1,88,"868,184"
560. Dunkirk,2017,1h 46m,PG-13,7.8,94,"720,204"
561. PAW Patrol: The Mighty Movie,2023,1h 28m,PG,6.0,49,"3,867"
562. For Your Eyes Only,1981,2h 7m,PG,6.7,54,"106,723"
563. The Nutcracker and the Four Realms,2018,1h 39m,PG,5.6,39,"36,334"
564. Jojo Rabbit,2019,1h 48m,PG-13,7.9,58,"428,054"
565. Holiday Inn,1942,1h 40m,Passed,7.3,70,"16,817"
566. The Lighthouse,2019,1h 49m,R,7.4,83,"244,690"
567. War for the Planet of the Apes,2017,2h 20m,PG-13,7.4,82,"275,371"
568. Arrival,2016,1h 56m,PG-13,7.9,81,"746,334"
569. The Bad Guys,2022,1h 40m,PG,6.8,64,"54,358"
570. Uncut Gems,2019,2h 15m,R,7.4,92,"308,876"
571. Aquaman,2018,2h 23m,PG-13,6.8,55,"506,522"
572. To Catch a Killer,2023,1h 59m,R,6.6,43,"30,842"
573. Kraven the Hunter,2024,,,,,N/A
574. The Help,2011,2h 26m,PG-13,8.1,62,"483,801"
575. Irreversible,2002,1h 37m,Not Rated,7.3,51,"144,667"
576. Knock Knock,2015,1h 39m,R,4.9,53,"102,360"
577. Eternals,2021,2h 36m,PG-13,6.3,52,"375,078"
578. 8 Mile,2002,1h 50m,R,7.2,77,"313,502"
"579. Red, White & Royal Blue",2023,1h 58m,R,7.0,62,"42,424"
580. My Big Fat Greek Wedding 3,2023,1h 32m,PG-13,5.3,35,"6,400"
581. Vacation,2015,1h 39m,R,6.1,34,"119,809"
582. The Maze Runner,2014,1h 53m,PG-13,6.8,57,"497,607"
583. The Thing,1982,1h 49m,R,8.2,57,"455,550"
584. The Hunt,2012,1h 55m,R,8.3,77,"354,815"
585. The Lord of the Rings: The Two Towers,2002,2h 59m,PG-13,8.8,87,"1,746,370"
586. Knock at the Cabin,2023,1h 40m,R,6.1,63,"106,661"
587. Creed,2015,2h 13m,PG-13,7.6,82,"305,514"
588. Galaxy Quest,1999,1h 42m,PG,7.4,70,"173,023"
589. The Christmas Chronicles: Part Two,2020,1h 52m,PG,6.0,51,"34,190"
590. One Flew Over the Cuckoo's Nest,1975,2h 13m,R,8.7,84,"1,052,716"
591. Bram Stoker's Dracula,1992,2h 8m,R,7.4,57,"233,827"
592. While You Were Sleeping,1995,1h 43m,PG,6.8,67,"111,091"
593. A Bad Moms Christmas,2017,1h 44m,R,5.6,42,"56,341"
594. A Christmas Carol,1951,1h 26m,TV-PG,8.1,,"24,747"
595. The Phantom of the Opera,2004,2h 23m,PG-13,7.2,40,"128,959"
596. From Dusk Till Dawn,1996,1h 48m,R,7.2,48,"334,233"
597. Guardians of the Galaxy,2014,2h 1m,PG-13,8.0,76,"1,253,269"
598. Christmas on Cherry Lane,2023,1h 30m,TV-G,6.6,,283
599. Barry Lyndon,1975,3h 5m,PG,8.1,89,"179,196"
600. The Kill Room,2023,1h 38m,R,5.4,58,"3,406"
601. Plane,2023,1h 47m,R,6.5,62,"71,949"
602. Free Guy,2021,1h 55m,PG-13,7.1,62,"409,625"
603. The Big Short,2015,2h 10m,R,7.8,81,"470,881"
604. Inside Out,2015,1h 35m,PG,8.1,94,"765,157"
605. Star Wars: Episode IX - The Rise of Skywalker,2019,2h 21m,PG-13,6.4,53,"481,949"
606. 13 Going on 30,2004,1h 38m,PG-13,6.3,57,"210,300"
607. Green Book,2018,2h 10m,PG-13,8.2,69,"545,126"
608. Total Recall,1990,1h 53m,R,7.5,60,"348,231"
609. Ghoomer,2023,2h 15m,,7.9,,"10,692"
610. The Gray Man,2022,2h 2m,PG-13,6.5,49,"229,329"
611. Toy Story,1995,1h 21m,G,8.3,96,"1,047,993"
612. American History X,1998,1h 59m,R,8.5,62,"1,168,328"
"613. The Good, the Bad and the Ugly",1966,2h 58m,Approved,8.8,90,"796,779"
614. Extraction II,2023,2h 2m,R,7.0,57,"135,769"
615. Road House,R,,,,,N/A
616. Pretty Baby,1978,1h 50m,R,6.5,66,"12,454"
617. The Girl with the Dragon Tattoo,2011,2h 38m,R,7.8,71,"486,527"
618. Thriller 40,2023,1h 30m,,8.1,,632
619. A Walk to Remember,2002,1h 41m,PG,7.3,35,"218,831"
620. The Avengers,2012,2h 23m,PG-13,8.0,69,"1,442,203"
621. Starfish,2023,2h 1m,,9.3,,"15,435"
622. Jurassic World,2015,2h 4m,PG-13,6.9,59,"670,044"
623. Sonic the Hedgehog 3,2024,,,,,N/A
624. Kill Shot,2023,1h 33m,,4.7,,"1,420"
625. Ben-Hur,1959,3h 32m,G,8.1,90,"249,775"
626. Smile,2022,1h 55m,R,6.5,68,"147,726"
627. Planet of the Apes,2001,2h,PG-13,5.7,50,"226,346"
628. The King,2019,2h 20m,R,7.3,62,"145,937"
629. Winnie the Pooh: Blood and Honey,2023,1h 24m,Not Rated,2.9,16,"24,818"
630. Operation Fortune: Ruse de Guerre,2023,1h 54m,R,6.3,51,"77,146"
631. Love at First Sight,2023,1h 31m,PG-13,6.8,55,"26,648"
632. 8-Bit Christmas,2021,1h 37m,PG,6.7,66,"20,283"
633. Predestination,2014,1h 37m,R,7.4,69,"297,754"
634. Unfaithful,2002,2h 4m,R,6.7,63,"96,077"
635. Curiosa,2019,1h 47m,18+,5.4,,"3,240"
636. Jurassic World Dominion,2022,2h 27m,PG-13,5.6,38,"195,896"
637. After Everything,2023,1h 33m,R,4.6,,"4,525"
638. Basic Instinct,1992,2h 7m,R,7.0,43,"214,299"
639. Black Christmas,2006,1h 35m,R,4.7,22,"29,671"
640. Carol,2015,1h 58m,R,7.2,94,"139,175"
641. The Pianist,2002,2h 30m,R,8.5,85,"889,710"
642. Haunted Mansion,2023,2h 3m,PG-13,6.1,47,"37,692"
643. Hidden Figures,2016,2h 7m,PG,7.8,74,"248,896"
644. Ghostbusters,1984,1h 45m,PG,7.8,71,"437,237"
645. The Little Things,2021,2h 8m,R,6.3,54,"120,192"
646. Independence Day,1996,2h 25m,PG-13,7.0,59,"597,916"
647. Once Upon a Time in America,1984,3h 49m,R,8.3,75,"370,624"
648. Beauty and the Beast,2017,2h 9m,PG,7.1,65,"328,441"
649. Fingernails,2023,1h 53m,R,5.9,63,"5,698"
650. Shazam!,2019,2h 12m,PG-13,7.0,71,"376,763"
651. DC League of Super-Pets,2022,1h 45m,PG,7.1,56,"73,035"
652. Blue Is the Warmest Colour,2013,3h,NC-17,7.7,90,"160,584"
653. The Handmaiden,2016,2h 25m,Not Rated,8.1,85,"166,203"
654. The Martian,2015,2h 24m,PG-13,8.0,80,"903,715"
655. Donnie Darko,2001,1h 53m,R,8.0,88,"836,775"
656. Ratatouille,2007,1h 51m,G,8.1,96,"800,050"
657. Zack Snyder's Justice League,2021,4h 2m,R,7.9,54,"428,410"
"658. Three Billboards Outside Ebbing, Missouri",2017,1h 55m,R,8.1,88,"542,283"
659. Diary of a Wimpy Kid Christmas: Cabin Fever,2023,1h 2m,PG,5.9,,362
660. The Day After Tomorrow,2004,2h 4m,PG-13,6.5,47,"469,176"
661. Christmas with the Campbells,2022,1h 28m,,5.4,56,"1,532"
662. The Nice Guys,2016,1h 56m,R,7.4,70,"360,690"
663. Full Metal Jacket,1987,1h 56m,R,8.3,78,"776,979"
664. Life of the Party,2018,1h 45m,PG-13,5.6,46,"38,958"
665. Terrifier 2,2022,2h 18m,Not Rated,6.1,59,"43,831"
666. Hardcore Never Dies,2023,1h 55m,,7.1,,"1,043"
667. Mission: Impossible,1996,1h 50m,PG-13,7.2,59,"462,062"
668. Air,2023,1h 51m,R,7.4,73,"152,324"
669. Hot Fuzz,2007,2h 1m,R,7.8,81,"527,778"
670. Almost Famous,2000,2h 2m,R,7.9,90,"289,259"
671. Origin,2023,2h 15m,PG-13,6.4,76,441
672. Deadpool 2,2018,1h 59m,R,7.6,66,"626,513"
673. Reservoir Dogs,1992,1h 39m,R,8.3,81,"1,068,957"
674. Home Sweet Home Alone,2021,1h 33m,PG,3.6,35,"19,423"
675. The Book of Clarence,2023,2h 16m,PG-13,,62,N/A
676. Sleeping Beauty,2011,1h 41m,TV-14,5.3,61,"34,272"
677. Amsterdam,2022,2h 14m,R,6.1,48,"86,993"
678. Scream,2022,1h 54m,R,6.3,60,"152,829"
679. In Time,2011,1h 49m,PG-13,6.7,53,"437,805"
680. The Many Saints of Newark,2021,2h,R,6.3,60,"61,205"
681. Deep Water,2022,1h 55m,R,5.5,53,"54,567"
682. Trolls World Tour,2020,1h 31m,PG,6.1,51,"27,232"
683. The Incredibles,2004,1h 55m,PG,8.0,90,"788,621"
684. Dawn of the Planet of the Apes,2014,2h 10m,PG-13,7.6,79,"461,139"
685. Saturday Night Fever,1977,1h 58m,R,6.8,77,"85,638"
686. Insidious: The Red Door,2023,1h 47m,PG-13,5.5,45,"43,747"
687. Edward Scissorhands,1990,1h 45m,PG-13,7.9,74,"515,322"
688. Fantastic Beasts: The Secrets of Dumbledore,2022,2h 22m,PG-13,6.2,47,"162,607"
689. Airheads,1994,1h 32m,PG-13,6.2,46,"55,163"
690. The Breakfast Club,1985,1h 37m,R,7.8,66,"427,888"
691. Ballerina,2024,,,,,N/A
692. Champions,2023,2h 4m,PG-13,6.8,50,"22,413"
693. Tár,2022,2h 38m,R,7.4,92,"86,627"
694. A Christmas Carol,1938,1h 9m,Passed,7.5,72,"8,354"
695. Where Eagles Dare,1968,2h 38m,M,7.6,63,"61,829"
696. The Firm,1993,2h 34m,R,6.9,58,"144,854"
697. Casino,1995,2h 58m,R,8.2,73,"551,953"
698. E.T. the Extra-Terrestrial,1982,1h 55m,PG,7.9,92,"430,387"
699. Jaws,1975,2h 4m,PG,8.1,87,"647,026"
700. Mad Max Beyond Thunderdome,1985,1h 47m,PG-13,6.2,71,"145,038"
